50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,60,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,275,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,277,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,324,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,302,324,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,324,302,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,324,324,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,324,325,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,324,325,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,302,303,324,299,74,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,70,297,303,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,325,324,299,74,50,50,50,50,50,50,50,50,50
